text,label
"The direction has a fluid , no-nonsense authority , and the performances by Harris , Phifer and Cam ` ron seal the deal .",positive
The Komediant is a tale worth catching .,positive
The writing is clever and the cast is appealing .,very positive
The simplicity of The Way Home has few equals this side of Aesop,neutral
Life on the rez is no picnic : this picture shows you why .,neutral
Spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry .,positive
"It 's the type of film about growing up that we do n't see often enough these days : realistic , urgent , and not sugarcoated in the least .",positive
"A taut , sobering film .",very positive
Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza .,very positive
"It 's full of cheesy dialogue , but great trashy fun that finally returns De Palma to his pulpy thrillers of the early '80s .",positive
"The results , if not memorable , are at least interesting .",neutral
A quietly moving look back at what it was to be Iranian-American in 1979 .,positive
"Like a veteran head cutter , Barbershop is tuned in to its community .",positive
"I 'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of Woolf and Clarissa Dalloway , The Hours represents two of those well spent .",positive
You live the mood rather than savour the story .,positive
"Angela Gheorghiu as famous prima donna Floria Tosca , Roberto Alagna as her lover Mario Cavaradossi , and Ruggero as the villainous , lecherous police chief Scarpia , all sing beautifully and act adequately .",positive
"While there are times when the film 's reach exceeds its grasp , the production works more often than it does n't .",positive
"While Scorsese 's bold images and generally smart casting ensure that `` Gangs '' is never lethargic , the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about .",negative
"Watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .",positive
The beautifully choreographed kitchen ballet is simple but absorbing .,positive
There 's ... an underlying Old World sexism to Monday Morning that undercuts its charm .,negative
`` The best Disney movie since the Lion King '',very positive
"Transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the X into the games .",very positive
"Think of it as Gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch .",very positive
"There is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us .",negative
Giggling at the absurdities and inconsistencies is part of the fun .,positive
"But the talented cast alone will keep you watching , as will the fight scenes .",very positive
Arteta paints a picture of lives lived in a state of quiet desperation .,positive
"Drug abuse , infidelity and death are n't usually comedy fare , but Turpin 's film allows us to chuckle through the angst .",positive
"While Insomnia is in many ways a conventional , even predictable remake , Nolan 's penetrating undercurrent of cerebral and cinemantic flair lends ( it ) stimulating depth .",positive
"Efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .",positive
"This is a nicely handled affair , a film about human darkness but etched with a light ( yet unsentimental ) touch .",positive
Amazing !,very positive
"A college story that works even without vulgarity , sex scenes , and cussing !",positive
The amazing film work is so convincing that by movies ' end you 'll swear you are wet in some places and feel sand creeping in others .,positive
A raunchy and frequently hilarious follow-up to the gifted Korean American stand-up 's I 'm the One That I Want .,positive
